Country/Region,Region,Measure,Avg_Value,Date Range
Ecuador,The Americas,Ease of Business,134,Data between 2000 and 2012 for Ecuador in The Americas.
Ecuador,The Americas,Energy Usage,10590,Data between 2000 and 2012 for Ecuador in The Americas.
Ecuador,The Americas,GDP,48637821955.0769,Data between 2000 and 2012 for Ecuador in The Americas.
Ecuador,The Americas,Health Exp % GDP,6.08461538461538e-02,Data between 2000 and 2012 for Ecuador in The Americas.
Ecuador,The Americas,Health Exp/Capita,219.384615384615,Data between 2000 and 2012 for Ecuador in The Americas.
Ecuador,The Americas,Hours to do Tax,620.25,Data between 2000 and 2012 for Ecuador in The Americas.
Ecuador,The Americas,Infant Mortality Rate,2.36153846153846e-02,Data between 2000 and 2012 for Ecuador in The Americas.
Ecuador,The Americas,Internet Usage,0.139,Data between 2000 and 2012 for Ecuador in The Americas.
Ecuador,The Americas,Lending Interest,0.131571428571429,Data between 2000 and 2012 for Ecuador in The Americas.
Ecuador,The Americas,Life Expectancy Female,77.7692307692308,Data between 2000 and 2012 for Ecuador in The Americas.
Ecuador,The Americas,Life Expectancy Male,72,Data between 2000 and 2012 for Ecuador in The Americas.
Ecuador,The Americas,Mobile Phone Usage,0.552153846153846,Data between 2000 and 2012 for Ecuador in The Americas.
Ecuador,The Americas,Population 0-14,0.323615384615385,Data between 2000 and 2012 for Ecuador in The Americas.
Ecuador,The Americas,Population 15-64,0.619153846153846,Data between 2000 and 2012 for Ecuador in The Americas.
Ecuador,The Americas,Population 65+,5.73076923076923e-02,Data between 2000 and 2012 for Ecuador in The Americas.
Ecuador,The Americas,Population Total,14017736,Data between 2000 and 2012 for Ecuador in The Americas.
Ecuador,The Americas,Population Urban,0.618615384615385,Data between 2000 and 2012 for Ecuador in The Americas.
Ecuador,The Americas,Tourism Inbound,608384615.384615,Data between 2000 and 2012 for Ecuador in The Americas.
Ecuador,The Americas,Tourism Outbound,682153846.153846,Data between 2000 and 2012 for Ecuador in The Americas.
Egypt,Africa,Birth Rate,2.41538461538462e-02,Data between 2000 and 2012 for Egypt in Africa.
Egypt,Africa,Business Tax Rate,0.452,Data between 2000 and 2012 for Egypt in Africa.
Egypt,Africa,CO2 Emissions,166408.818181818,Data between 2000 and 2012 for Egypt in Africa.
Egypt,Africa,Days to Start Business,16.5,Data between 2000 and 2012 for Egypt in Africa.
Egypt,Africa,Ease of Business,127,Data between 2000 and 2012 for Egypt in Africa.
Egypt,Africa,Energy Usage,60913.5833333333,Data between 2000 and 2012 for Egypt in Africa.
Egypt,Africa,GDP,141828909295.462,Data between 2000 and 2012 for Egypt in Africa.
Egypt,Africa,Health Exp % GDP,5.22307692307692e-02,Data between 2000 and 2012 for Egypt in Africa.
Egypt,Africa,Health Exp/Capita,92.3076923076923,Data between 2000 and 2012 for Egypt in Africa.
Egypt,Africa,Hours to do Tax,532.5,Data between 2000 and 2012 for Egypt in Africa.
Egypt,Africa,Infant Mortality Rate,2.53846153846154e-02,Data between 2000 and 2012 for Egypt in Africa.
Egypt,Africa,Internet Usage,0.170307692307692,Data between 2000 and 2012 for Egypt in Africa.
Egypt,Africa,Lending Interest,0.125923076923077,Data between 2000 and 2012 for Egypt in Africa.
Egypt,Africa,Life Expectancy Female,72.0769230769231,Data between 2000 and 2012 for Egypt in Africa.
Egypt,Africa,Life Expectancy Male,67.3846153846154,Data between 2000 and 2012 for Egypt in Africa.
Egypt,Africa,Mobile Phone Usage,0.429615384615385,Data between 2000 and 2012 for Egypt in Africa.
Egypt,Africa,Population 0-14,0.326923076923077,Data between 2000 and 2012 for Egypt in Africa.
Egypt,Africa,Population 15-64,0.618384615384615,Data between 2000 and 2012 for Egypt in Africa.
Egypt,Africa,Population 65+,5.45384615384615e-02,Data between 2000 and 2012 for Egypt in Africa.
Egypt,Africa,Population Total,73163265.9230769,Data between 2000 and 2012 for Egypt in Africa.
Egypt,Africa,Population Urban,0.429769230769231,Data between 2000 and 2012 for Egypt in Africa.
Egypt,Africa,Tourism Inbound,8250538461.53846,Data between 2000 and 2012 for Egypt in Africa.
Egypt,Africa,Tourism Outbound,2183384615.38462,Data between 2000 and 2012 for Egypt in Africa.
El Salvador,The Americas,Birth Rate,2.15384615384615e-02,Data between 2000 and 2012 for El Salvador in The Americas.
El Salvador,The Americas,Business Tax Rate,0.3475,Data between 2000 and 2012 for El Salvador in The Americas.
El Salvador,The Americas,CO2 Emissions,6374.45454545455,Data between 2000 and 2012 for El Salvador in The Americas.
El Salvador,The Americas,Days to Start Business,40.3,Data between 2000 and 2012 for El Salvador in The Americas.
El Salvador,The Americas,Ease of Business,115,Data between 2000 and 2012 for El Salvador in The Americas.
El Salvador,The Americas,Energy Usage,4343,Data between 2000 and 2012 for El Salvador in The Americas.
El Salvador,The Americas,GDP,18331600000,Data between 2000 and 2012 for El Salvador in The Americas.
El Salvador,The Americas,Health Exp % GDP,7.07692307692308e-02,Data between 2000 and 2012 for El Salvador in The Americas.
El Salvador,The Americas,Health Exp/Capita,209.230769230769,Data between 2000 and 2012 for El Salvador in The Americas.
El Salvador,The Americas,Hours to do Tax,320,Data between 2000 and 2012 for El Salvador in The Americas.
El Salvador,The Americas,Infant Mortality Rate,1.95384615384615e-02,Data between 2000 and 2012 for El Salvador in The Americas.
El Salvador,The Americas,Internet Usage,7.95384615384615e-02,Data between 2000 and 2012 for El Salvador in The Americas.
El Salvador,The Americas,Lending Interest,0.14,Data between 2000 and 2012 for El Salvador in The Americas.
El Salvador,The Americas,Life Expectancy Female,75.6153846153846,Data between 2000 and 2012 for El Salvador in The Americas.
El Salvador,The Americas,Life Expectancy Male,66.2307692307692,Data between 2000 and 2012 for El Salvador in The Americas.
El Salvador,The Americas,Mobile Phone Usage,0.710384615384615,Data between 2000 and 2012 for El Salvador in The Americas.
El Salvador,The Americas,Population 0-14,0.347846153846154,Data between 2000 and 2012 for El Salvador in The Americas.
El Salvador,The Americas,Population 15-64,0.588692307692308,Data between 2000 and 2012 for El Salvador in The Americas.
El Salvador,The Americas,Population 65+,6.34615384615385e-02,Data between 2000 and 2012 for El Salvador in The Americas.
El Salvador,The Americas,Population Total,6110102.84615385,Data between 2000 and 2012 for El Salvador in The Americas.
El Salvador,The Americas,Population Urban,0.621615384615385,Data between 2000 and 2012 for El Salvador in The Americas.
El Salvador,The Americas,Tourism Inbound,652769230.769231,Data between 2000 and 2012 for El Salvador in The Americas.
El Salvador,The Americas,Tourism Outbound,289461538.461538,Data between 2000 and 2012 for El Salvador in The Americas.
Equatorial Guinea,Africa,Birth Rate,3.77692307692308e-02,Data between 2000 and 2012 for Equatorial Guinea in Africa.
Equatorial Guinea,Africa,Business Tax Rate,0.441,Data between 2000 and 2012 for Equatorial Guinea in Africa.
Equatorial Guinea,Africa,CO2 Emissions,4348,Data between 2000 and 2012 for Equatorial Guinea in Africa.
Equatorial Guinea,Africa,Days to Start Business,135.25,Data between 2000 and 2012 for Equatorial Guinea in Africa.
Equatorial Guinea,Africa,Ease of Business,164,Data between 2000 and 2012 for Equatorial Guinea in Africa.
Equatorial Guinea,Africa,Energy Usage,1318.25,Data between 2000 and 2012 for Equatorial Guinea in Africa.
Equatorial Guinea,Africa,GDP,8076435539.23077,Data between 2000 and 2012 for Equatorial Guinea in Africa.
Equatorial Guinea,Africa,Health Exp % GDP,2.96923076923077e-02,Data between 2000 and 2012 for Equatorial Guinea in Africa.
Equatorial Guinea,Africa,Health Exp/Capita,458.153846153846,Data between 2000 and 2012 for Equatorial Guinea in Africa.
Equatorial Guinea,Africa,Hours to do Tax,492,Data between 2000 and 2012 for Equatorial Guinea in Africa.
Equatorial Guinea,Africa,Infant Mortality Rate,8.47692307692307e-02,Data between 2000 and 2012 for Equatorial Guinea in Africa.
Equatorial Guinea,Africa,Internet Usage,3.16923076923077e-02,Data between 2000 and 2012 for Equatorial Guinea in Africa.
Equatorial Guinea,Africa,Lending Interest,0.180875,Data between 2000 and 2012 for Equatorial Guinea in Africa.
Equatorial Guinea,Africa,Life Expectancy Female,51,Data between 2000 and 2012 for Equatorial Guinea in Africa.
Equatorial Guinea,Africa,Life Expectancy Male,48.4615384615385,Data between 2000 and 2012 for Equatorial Guinea in Africa.
Equatorial Guinea,Africa,Mobile Phone Usage,0.258230769230769,Data between 2000 and 2012 for Equatorial Guinea in Africa.
Equatorial Guinea,Africa,Population 0-14,0.405230769230769,Data between 2000 and 2012 for Equatorial Guinea in Africa.
Equatorial Guinea,Africa,Population 15-64,0.562692307692308,Data between 2000 and 2012 for Equatorial Guinea in Africa.
Equatorial Guinea,Africa,Population 65+,0.032,Data between 2000 and 2012 for Equatorial Guinea in Africa.
Equatorial Guinea,Africa,Population Total,623601.769230769,Data between 2000 and 2012 for Equatorial Guinea in Africa.
Equatorial Guinea,Africa,Population Urban,0.389923076923077,Data between 2000 and 2012 for Equatorial Guinea in Africa.
Equatorial Guinea,Africa,Tourism Inbound,9500000,Data between 2000 and 2012 for Equatorial Guinea in Africa.
Equatorial Guinea,Africa,Tourism Outbound,24500000,Data between 2000 and 2012 for Equatorial Guinea in Africa.
Eritrea,Africa,Birth Rate,3.93076923076923e-02,Data between 2000 and 2012 for Eritrea in Africa.
Eritrea,Africa,Business Tax Rate,0.845,Data between 2000 and 2012 for Eritrea in Africa.
Eritrea,Africa,CO2 Emissions,607.909090909091,Data between 2000 and 2012 for Eritrea in Africa.
Eritrea,Africa,Days to Start Business,83,Data between 2000 and 2012 for Eritrea in Africa.
Eritrea,Africa,Ease of Business,185,Data between 2000 and 2012 for Eritrea in Africa.
Eritrea,Africa,Energy Usage,736.666666666667,Data between 2000 and 2012 for Eritrea in Africa.
Eritrea,Africa,GDP,1449888909.61538,Data between 2000 and 2012 for Eritrea in Africa.
Eritrea,Africa,Health Exp % GDP,3.29230769230769e-02,Data between 2000 and 2012 for Eritrea in Africa.
Eritrea,Africa,Health Exp/Capita,8.69230769230769,Data between 2000 and 2012 for Eritrea in Africa.
Eritrea,Africa,Hours to do Tax,216,Data between 2000 and 2012 for Eritrea in Africa.
Eritrea,Africa,Infant Mortality Rate,4.63076923076923e-02,Data between 2000 and 2012 for Eritrea in Africa.
Eritrea,Africa,Internet Usage,4.44444444444444e-03,Data between 2000 and 2012 for Eritrea in Africa.
Eritrea,Africa,Lending Interest,,Data between 2000 and 2012 for Eritrea in Africa.
Eritrea,Africa,Life Expectancy Female,61.4615384615385,Data between 2000 and 2012 for Eritrea in Africa.
Eritrea,Africa,Life Expectancy Male,56.7692307692308,Data between 2000 and 2012 for Eritrea in Africa.
Eritrea,Africa,Mobile Phone Usage,2.31111111111111e-02,Data between 2000 and 2012 for Eritrea in Africa.
Eritrea,Africa,Population 0-14,0.440153846153846,Data between 2000 and 2012 for Eritrea in Africa.
Eritrea,Africa,Population 15-64,0.539846153846154,Data between 2000 and 2012 for Eritrea in Africa.
Eritrea,Africa,Population 65+,0.02,Data between 2000 and 2012 for Eritrea in Africa.
Eritrea,Africa,Population Total,5023424.69230769,Data between 2000 and 2012 for Eritrea in Africa.
Eritrea,Africa,Population Urban,0.193076923076923,Data between 2000 and 2012 for Eritrea in Africa.
Eritrea,Africa,Tourism Inbound,58900000,Data between 2000 and 2012 for Eritrea in Africa.
Eritrea,Africa,Tourism Outbound,,Data between 2000 and 2012 for Eritrea in Africa.
Estonia,Europe,Birth Rate,1.08461538461538e-02,Data between 2000 and 2012 for Estonia in Europe.
Estonia,Europe,Business Tax Rate,0.5205,Data between 2000 and 2012 for Estonia in Europe.
Estonia,Europe,CO2 Emissions,16579.3636363636,Data between 2000 and 2012 for Estonia in Europe.
Estonia,Europe,Days to Start Business,25.6,Data between 2000 and 2012 for Estonia in Europe.
Estonia,Europe,Ease of Business,21,Data between 2000 and 2012 for Estonia in Europe.
Estonia,Europe,Energy Usage,5209.53846153846,Data between 2000 and 2012 for Estonia in Europe.
Estonia,Europe,GDP,15458092841.2308,Data between 2000 and 2012 for Estonia in Europe.
Estonia,Europe,Health Exp % GDP,5.45384615384615e-02,Data between 2000 and 2012 for Estonia in Europe.
Estonia,Europe,Health Exp/Capita,639.769230769231,Data between 2000 and 2012 for Estonia in Europe.
Estonia,Europe,Hours to do Tax,81,Data between 2000 and 2012 for Estonia in Europe.
Estonia,Europe,Infant Mortality Rate,5.53846153846154e-03,Data between 2000 and 2012 for Estonia in Europe.
Estonia,Europe,Internet Usage,0.587230769230769,Data between 2000 and 2012 for Estonia in Europe.
Estonia,Europe,Lending Interest,6.69230769230769e-02,Data between 2000 and 2012 for Estonia in Europe.
Estonia,Europe,Life Expectancy Female,78.6153846153846,Data between 2000 and 2012 for Estonia in Europe.
Estonia,Europe,Life Expectancy Male,67.7692307692308,Data between 2000 and 2012 for Estonia in Europe.
Estonia,Europe,Mobile Phone Usage,1.05092307692308,Data between 2000 and 2012 for Estonia in Europe.
Estonia,Europe,Population 0-14,0.158692307692308,Data between 2000 and 2012 for Estonia in Europe.
Estonia,Europe,Population 15-64,0.673692307692308,Data between 2000 and 2012 for Estonia in Europe.
Estonia,Europe,Population 65+,0.167769230769231,Data between 2000 and 2012 for Estonia in Europe.
Estonia,Europe,Population Total,1353501.53846154,Data between 2000 and 2012 for Estonia in Europe.
Estonia,Europe,Population Urban,0.686076923076923,Data between 2000 and 2012 for Estonia in Europe.
Estonia,Europe,Tourism Inbound,1217384615.38462,Data between 2000 and 2012 for Estonia in Europe.
Estonia,Europe,Tourism Outbound,615076923.076923,Data between 2000 and 2012 for Estonia in Europe.
Ethiopia,Africa,Birth Rate,3.83076923076923e-02,Data between 2000 and 2012 for Ethiopia in Africa.
Ethiopia,Africa,Business Tax Rate,0.30575,Data between 2000 and 2012 for Ethiopia in Africa.
Ethiopia,Africa,CO2 Emissions,5520.27272727273,Data between 2000 and 2012 for Ethiopia in Africa.
Ethiopia,Africa,Days to Start Business,22.8,Data between 2000 and 2012 for Ethiopia in Africa.
Ethiopia,Africa,Ease of Business,124,Data between 2000 and 2012 for Ethiopia in Africa.
Ethiopia,Africa,Energy Usage,29554.5833333333,Data between 2000 and 2012 for Ethiopia in Africa.
Ethiopia,Africa,GDP,19291131748.6154,Data between 2000 and 2012 for Ethiopia in Africa.
Ethiopia,Africa,Health Exp % GDP,4.41538461538461e-02,Data between 2000 and 2012 for Ethiopia in Africa.
Ethiopia,Africa,Health Exp/Capita,9.92307692307692,Data between 2000 and 2012 for Ethiopia in Africa.
Ethiopia,Africa,Hours to do Tax,215,Data between 2000 and 2012 for Ethiopia in Africa.
Ethiopia,Africa,Infant Mortality Rate,6.65384615384616e-02,Data between 2000 and 2012 for Ethiopia in Africa.
Ethiopia,Africa,Internet Usage,4.38461538461538e-03,Data between 2000 and 2012 for Ethiopia in Africa.
Ethiopia,Africa,Lending Interest,8.22222222222222e-02,Data between 2000 and 2012 for Ethiopia in Africa.
Ethiopia,Africa,Life Expectancy Female,58.8461538461538,Data between 2000 and 2012 for Ethiopia in Africa.
Ethiopia,Africa,Life Expectancy Male,56.6153846153846,Data between 2000 and 2012 for Ethiopia in Africa.
Ethiopia,Africa,Mobile Phone Usage,4.36923076923077e-02,Data between 2000 and 2012 for Ethiopia in Africa.
Ethiopia,Africa,Population 0-14,0.455615384615385,Data between 2000 and 2012 for Ethiopia in Africa.
Ethiopia,Africa,Population 15-64,0.512615384615384,Data between 2000 and 2012 for Ethiopia in Africa.
Ethiopia,Africa,Population 65+,3.18461538461539e-02,Data between 2000 and 2012 for Ethiopia in Africa.
Ethiopia,Africa,Population Total,78504633.3846154,Data between 2000 and 2012 for Ethiopia in Africa.
Ethiopia,Africa,Population Urban,0.161384615384615,Data between 2000 and 2012 for Ethiopia in Africa.
Ethiopia,Africa,Tourism Inbound,858076923.076923,Data between 2000 and 2012 for Ethiopia in Africa.
Ethiopia,Africa,Tourism Outbound,105923076.923077,Data between 2000 and 2012 for Ethiopia in Africa.
Faeroe Islands,Europe,Birth Rate,0.013,Data between 2000 and 2012 for Faeroe Islands in Europe.
Faeroe Islands,Europe,Business Tax Rate,,Data between 2000 and 2012 for Faeroe Islands in Europe.
Faeroe Islands,Europe,CO2 Emissions,749.272727272727,Data between 2000 and 2012 for Faeroe Islands in Europe.
Faeroe Islands,Europe,Days to Start Business,,Data between 2000 and 2012 for Faeroe Islands in Europe.
Faeroe Islands,Europe,Ease of Business,,Data between 2000 and 2012 for Faeroe Islands in Europe.
Faeroe Islands,Europe,Energy Usage,,Data between 2000 and 2012 for Faeroe Islands in Europe.
Faeroe Islands,Europe,GDP,1724680290.4,Data between 2000 and 2012 for Faeroe Islands in Europe.
Faeroe Islands,Europe,Health Exp % GDP,,Data between 2000 and 2012 for Faeroe Islands in Europe.
Faeroe Islands,Europe,Health Exp/Capita,,Data between 2000 and 2012 for Faeroe Islands in Europe.
Faeroe Islands,Europe,Hours to do Tax,,Data between 2000 and 2012 for Faeroe Islands in Europe.
Faeroe Islands,Europe,Infant Mortality Rate,,Data between 2000 and 2012 for Faeroe Islands in Europe.
Faeroe Islands,Europe,Internet Usage,0.661615384615385,Data between 2000 and 2012 for Faeroe Islands in Europe.
Faeroe Islands,Europe,Lending Interest,,Data between 2000 and 2012 for Faeroe Islands in Europe.
Faeroe Islands,Europe,Life Expectancy Female,82.8461538461538,Data between 2000 and 2012 for Faeroe Islands in Europe.
Faeroe Islands,Europe,Life Expectancy Male,77.6923076923077,Data between 2000 and 2012 for Faeroe Islands in Europe.
Faeroe Islands,Europe,Mobile Phone Usage,0.921923076923077,Data between 2000 and 2012 for Faeroe Islands in Europe.
Faeroe Islands,Europe,Population 0-14,,Data between 2000 and 2012 for Faeroe Islands in Europe.
Faeroe Islands,Europe,Population 15-64,,Data between 2000 and 2012 for Faeroe Islands in Europe.
Faeroe Islands,Europe,Population 65+,,Data between 2000 and 2012 for Faeroe Islands in Europe.
Faeroe Islands,Europe,Population Total,48802.3846153846,Data between 2000 and 2012 for Faeroe Islands in Europe.
Faeroe Islands,Europe,Population Urban,0.395461538461538,Data between 2000 and 2012 for Faeroe Islands in Europe.
Faeroe Islands,Europe,Tourism Inbound,,Data between 2000 and 2012 for Faeroe Islands in Europe.
Faeroe Islands,Europe,Tourism Outbound,,Data between 2000 and 2012 for Faeroe Islands in Europe.
Fiji,Oceania,Birth Rate,2.29230769230769e-02,Data between 2000 and 2012 for Fiji in Oceania.
Fiji,Oceania,Business Tax Rate,0.403,Data between 2000 and 2012 for Fiji in Oceania.
Fiji,Oceania,CO2 Emissions,1086.72727272727,Data between 2000 and 2012 for Fiji in Oceania.
Fiji,Oceania,Days to Start Business,47,Data between 2000 and 2012 for Fiji in Oceania.
Fiji,Oceania,Ease of Business,58,Data between 2000 and 2012 for Fiji in Oceania.
Fiji,Oceania,Energy Usage,581.75,Data between 2000 and 2012 for Fiji in Oceania.
Fiji,Oceania,GDP,2870358465.30769,Data between 2000 and 2012 for Fiji in Oceania.
Fiji,Oceania,Health Exp % GDP,3.73846153846154e-02,Data between 2000 and 2012 for Fiji in Oceania.
Fiji,Oceania,Health Exp/Capita,128,Data between 2000 and 2012 for Fiji in Oceania.
Fiji,Oceania,Hours to do Tax,149.875,Data between 2000 and 2012 for Fiji in Oceania.
Fiji,Oceania,Infant Mortality Rate,2.00769230769231e-02,Data between 2000 and 2012 for Fiji in Oceania.
Fiji,Oceania,Internet Usage,0.126461538461538,Data between 2000 and 2012 for Fiji in Oceania.
Fiji,Oceania,Lending Interest,7.73846153846154e-02,Data between 2000 and 2012 for Fiji in Oceania.
Fiji,Oceania,Life Expectancy Female,71.5384615384615,Data between 2000 and 2012 for Fiji in Oceania.
Fiji,Oceania,Life Expectancy Male,65.9230769230769,Data between 2000 and 2012 for Fiji in Oceania.
Fiji,Oceania,Mobile Phone Usage,0.454230769230769,Data between 2000 and 2012 for Fiji in Oceania.
Fiji,Oceania,Population 0-14,0.309384615384615,Data between 2000 and 2012 for Fiji in Oceania.
Fiji,Oceania,Population 15-64,0.647923076923077,Data between 2000 and 2012 for Fiji in Oceania.
Fiji,Oceania,Population 65+,4.26153846153846e-02,Data between 2000 and 2012 for Fiji in Oceania.
Fiji,Oceania,Population Total,835714.692307692,Data between 2000 and 2012 for Fiji in Oceania.
Fiji,Oceania,Population Urban,0.502692307692308,Data between 2000 and 2012 for Fiji in Oceania.
Fiji,Oceania,Tourism Inbound,661307692.307692,Data between 2000 and 2012 for Fiji in Oceania.
Fiji,Oceania,Tourism Outbound,107461538.461538,Data between 2000 and 2012 for Fiji in Oceania.
Finland,Europe,Birth Rate,0.011,Data between 2000 and 2012 for Finland in Europe.
Finland,Europe,Business Tax Rate,0.451125,Data between 2000 and 2012 for Finland in Europe.
Finland,Europe,CO2 Emissions,60186.5454545455,Data between 2000 and 2012 for Finland in Europe.
Finland,Europe,Days to Start Business,15.7,Data between 2000 and 2012 for Finland in Europe.
Finland,Europe,Ease of Business,12,Data between 2000 and 2012 for Finland in Europe.
Finland,Europe,Energy Usage,35051.1538461538,Data between 2000 and 2012 for Finland in Europe.
Finland,Europe,GDP,203230769230.769,Data between 2000 and 2012 for Finland in Europe.
Finland,Europe,Health Exp % GDP,8.31538461538461e-02,Data between 2000 and 2012 for Finland in Europe.
Finland,Europe,Health Exp/Capita,3251.69230769231,Data between 2000 and 2012 for Finland in Europe.
Finland,Europe,Hours to do Tax,218.5,Data between 2000 and 2012 for Finland in Europe.
Finland,Europe,Infant Mortality Rate,2.92307692307692e-03,Data between 2000 and 2012 for Finland in Europe.
Finland,Europe,Internet Usage,0.731538461538461,Data between 2000 and 2012 for Finland in Europe.
Finland,Europe,Lending Interest,0.048,Data between 2000 and 2012 for Finland in Europe.
Finland,Europe,Life Expectancy Female,82.6153846153846,Data between 2000 and 2012 for Finland in Europe.
Finland,Europe,Life Expectancy Male,75.9230769230769,Data between 2000 and 2012 for Finland in Europe.
Finland,Europe,Mobile Phone Usage,1.16607692307692,Data between 2000 and 2012 for Finland in Europe.
Finland,Europe,Population 0-14,0.171923076923077,Data between 2000 and 2012 for Finland in Europe.
Finland,Europe,Population 15-64,0.665692307692308,Data between 2000 and 2012 for Finland in Europe.
Finland,Europe,Population 65+,0.162384615384615,Data between 2000 and 2012 for Finland in Europe.
Finland,Europe,Population Total,5278842.30769231,Data between 2000 and 2012 for Finland in Europe.
Finland,Europe,Population Urban,0.830307692307692,Data between 2000 and 2012 for Finland in Europe.
Finland,Europe,Tourism Inbound,3642307692.30769,Data between 2000 and 2012 for Finland in Europe.
Finland,Europe,Tourism Outbound,4151000000,Data between 2000 and 2012 for Finland in Europe.
France,Europe,Birth Rate,0.013,Data between 2000 and 2012 for France in Europe.
France,Europe,Business Tax Rate,0.64825,Data between 2000 and 2012 for France in Europe.
France,Europe,CO2 Emissions,377383.454545455,Data between 2000 and 2012 for France in Europe.
France,Europe,Days to Start Business,10.4,Data between 2000 and 2012 for France in Europe.
France,Europe,Ease of Business,35,Data between 2000 and 2012 for France in Europe.
France,Europe,Energy Usage,261103.153846154,Data between 2000 and 2012 for France in Europe.
France,Europe,GDP,2181538461538.46,Data between 2000 and 2012 for France in Europe.
France,Europe,Health Exp % GDP,0.110230769230769,Data between 2000 and 2012 for France in Europe.
France,Europe,Health Exp/Capita,3824.53846153846,Data between 2000 and 2012 for France in Europe.
France,Europe,Hours to do Tax,132,Data between 2000 and 2012 for France in Europe.
France,Europe,Infant Mortality Rate,0.004,Data between 2000 and 2012 for France in Europe.
France,Europe,Internet Usage,0.523692307692308,Data between 2000 and 2012 for France in Europe.
France,Europe,Lending Interest,0.067,Data between 2000 and 2012 for France in Europe.
France,Europe,Life Expectancy Female,84.3846153846154,Data between 2000 and 2012 for France in Europe.
France,Europe,Life Expectancy Male,77.2307692307692,Data between 2000 and 2012 for France in Europe.
France,Europe,Mobile Phone Usage,0.796846153846154,Data between 2000 and 2012 for France in Europe.
France,Europe,Population 0-14,0.185230769230769,Data between 2000 and 2012 for France in Europe.
France,Europe,Population 15-64,0.649615384615385,Data between 2000 and 2012 for France in Europe.
France,Europe,Population 65+,0.165307692307692,Data between 2000 and 2012 for France in Europe.
France,Europe,Population Total,63456839,Data between 2000 and 2012 for France in Europe.
France,Europe,Population Urban,0.773615384615384,Data between 2000 and 2012 for France in Europe.
France,Europe,Tourism Inbound,53666153846.1538,Data between 2000 and 2012 for France in Europe.
France,Europe,Tourism Outbound,39779769230.7692,Data between 2000 and 2012 for France in Europe.
French Polynesia,Oceania,Birth Rate,1.81538461538462e-02,Data between 2000 and 2012 for French Polynesia in Oceania.
French Polynesia,Oceania,Business Tax Rate,,Data between 2000 and 2012 for French Polynesia in Oceania.
French Polynesia,Oceania,CO2 Emissions,805.727272727273,Data between 2000 and 2012 for French Polynesia in Oceania.
French Polynesia,Oceania,Days to Start Business,,Data between 2000 and 2012 for French Polynesia in Oceania.
French Polynesia,Oceania,Ease of Business,,Data between 2000 and 2012 for French Polynesia in Oceania.
French Polynesia,Oceania,Energy Usage,,Data between 2000 and 2012 for French Polynesia in Oceania.
French Polynesia,Oceania,GDP,3447543138,Data between 2000 and 2012 for French Polynesia in Oceania.
French Polynesia,Oceania,Health Exp % GDP,,Data between 2000 and 2012 for French Polynesia in Oceania.
French Polynesia,Oceania,Health Exp/Capita,,Data between 2000 and 2012 for French Polynesia in Oceania.
French Polynesia,Oceania,Hours to do Tax,,Data between 2000 and 2012 for French Polynesia in Oceania.
French Polynesia,Oceania,Infant Mortality Rate,,Data between 2000 and 2012 for French Polynesia in Oceania.
French Polynesia,Oceania,Internet Usage,0.275,Data between 2000 and 2012 for French Polynesia in Oceania.
French Polynesia,Oceania,Lending Interest,,Data between 2000 and 2012 for French Polynesia in Oceania.
French Polynesia,Oceania,Life Expectancy Female,77,Data between 2000 and 2012 for French Polynesia in Oceania.
French Polynesia,Oceania,Life Expectancy Male,72,Data between 2000 and 2012 for French Polynesia in Oceania.
French Polynesia,Oceania,Mobile Phone Usage,0.535846153846154,Data between 2000 and 2012 for French Polynesia in Oceania.
French Polynesia,Oceania,Population 0-14,0.270153846153846,Data between 2000 and 2012 for French Polynesia in Oceania.
French Polynesia,Oceania,Population 15-64,0.674461538461538,Data between 2000 and 2012 for French Polynesia in Oceania.
French Polynesia,Oceania,Population 65+,5.54615384615385e-02,Data between 2000 and 2012 for French Polynesia in Oceania.
French Polynesia,Oceania,Population Total,256764.615384615,Data between 2000 and 2012 for French Polynesia in Oceania.
French Polynesia,Oceania,Population Urban,0.563307692307692,Data between 2000 and 2012 for French Polynesia in Oceania.
French Polynesia,Oceania,Tourism Inbound,536900000,Data between 2000 and 2012 for French Polynesia in Oceania.
French Polynesia,Oceania,Tourism Outbound,238000000,Data between 2000 and 2012 for French Polynesia in Oceania.
Gabon,Africa,Birth Rate,0.033,Data between 2000 and 2012 for Gabon in Africa.
Gabon,Africa,Business Tax Rate,0.443,Data between 2000 and 2012 for Gabon in Africa.
Gabon,Africa,CO2 Emissions,1666.45454545455,Data between 2000 and 2012 for Gabon in Africa.
Gabon,Africa,Days to Start Business,57,Data between 2000 and 2012 for Gabon in Africa.
Gabon,Africa,Ease of Business,169,Data between 2000 and 2012 for Gabon in Africa.
Gabon,Africa,Energy Usage,1745.91666666667,Data between 2000 and 2012 for Gabon in Africa.
Gabon,Africa,GDP,10511846949.7692,Data between 2000 and 2012 for Gabon in Africa.
Gabon,Africa,Health Exp % GDP,3.33846153846154e-02,Data between 2000 and 2012 for Gabon in Africa.
Gabon,Africa,Health Exp/Capita,238.307692307692,Data between 2000 and 2012 for Gabon in Africa.
Gabon,Africa,Hours to do Tax,488,Data between 2000 and 2012 for Gabon in Africa.
Gabon,Africa,Infant Mortality Rate,4.86923076923077e-02,Data between 2000 and 2012 for Gabon in Africa.
Gabon,Africa,Internet Usage,4.84615384615385e-02,Data between 2000 and 2012 for Gabon in Africa.
